X1,X2,X3
845,missource19,0,1
1070,missource19,0,1
1330,missource19,0,1
846,missource20,0,1
1071,missource20,0,1
1331,missource20,0,1
847,missource21,0,1
1072,missource21,0,1
1332,missource21,0,1
848,missource22,0,1
1073,missource22,0,1
1333,missource22,0,1
849,missource23,0,1
1074,missource23,0,1
1334,missource23,0,1
850,missource24,0,1
1075,missource24,0,1
1335,missource24,0,1
851,missource25,0,0
1076,missource25,0,0
1336,missource25,0,1
852,missource26,0,1
1077,missource26,0,1
1337,missource26,0,1
853,missource27,0,1
1078,missource27,0,1
1338,missource27,0,1
854,missource28,0,1
1079,missource28,0,1
1339,missource28,0,1
855,missource29,0,1
1080,missource29,0,1
1340,missource29,0,1
856,missource30,0,1
1081,missource30,0,1
1341,missource30,0,1
857,missource31,0,0
1082,missource31,0,0
1342,missource31,0,0
858,missource32,0,0
1083,missource32,0,0
1343,missource32,0,0
859,missource33,0,1
1084,missource33,0,1
1344,missource33,0,1
860,missource34,0,0
1085,missource34,0,0
1345,missource34,0,0
861,missource35,0,0
1086,missource35,0,0
1346,missource35,0,1
862,missource36,0,1
1087,missource36,0,1
1347,missource36,0,1
863,missource37,0,1
1088,missource37,0,1
1348,missource37,0,1
864,missource38,0,1
1089,missource38,0,1
1349,missource38,0,1
865,missource39,0,1
1090,missource39,0,1
1350,missource39,0,1
866,missource40,0,1
1091,missource40,0,1
1351,missource40,0,1
867,missource41,0,1
1092,missource41,0,1
1352,missource41,0,1
731,sibling,0,1
973,sibling,0,1
1216,sibling,0,1
168,NA,NA,NA
169,NA,NA,NA
170,NA,NA,NA
171,NA,NA,NA
172,NA,NA,NA
173,NA,NA,NA
174,NA,NA,NA
175,NA,NA,NA
176,NA,NA,NA
177,NA,NA,NA
178,NA,NA,NA
179,NA,NA,NA
180,NA,NA,NA
181,NA,NA,NA
182,NA,NA,NA
183,NA,NA,NA
184,NA,NA,NA
185,NA,NA,NA
186,NA,NA,NA
187,NA,NA,NA
188,NA,NA,NA
189,NA,NA,NA
190,NA,NA,NA
191,NA,NA,NA
192,NA,NA,NA
193,NA,NA,NA
194,NA,NA,NA
195,NA,NA,NA
196,NA,NA,NA
197,NA,NA,NA
198,NA,NA,NA
199,NA,NA,NA
200,NA,NA,NA
201,NA,NA,NA
202,NA,NA,NA
203,NA,NA,NA
204,NA,NA,NA
205,NA,NA,NA
206,NA,NA,NA
207,NA,NA,NA
208,NA,NA,NA
209,NA,NA,NA
210,NA,NA,NA
211,NA,NA,NA
212,NA,NA,NA
213,NA,NA,NA
214,NA,NA,NA
215,NA,NA,NA
216,NA,NA,NA
217,NA,NA,NA
218,NA,NA,NA
219,NA,NA,NA
220,NA,NA,NA
221,NA,NA,NA
222,NA,NA,NA
223,NA,NA,NA
224,NA,NA,NA
225,NA,NA,NA
226,NA,NA,NA
227,NA,NA,NA
228,NA,NA,NA
229,NA,NA,NA
230,NA,NA,NA
231,NA,NA,NA
232,NA,NA,NA
233,NA,NA,NA
234,NA,NA,NA
235,NA,NA,NA
236,NA,NA,NA
237,NA,NA,NA
238,NA,NA,NA
239,NA,NA,NA
240,NA,NA,NA
241,NA,NA,NA
242,NA,NA,NA
410,NA,NA,NA
411,NA,NA,NA
412,NA,NA,NA
413,NA,NA,NA
414,NA,NA,NA
415,NA,NA,NA
416,NA,NA,NA
417,NA,NA,NA
418,NA,NA,NA
419,NA,NA,NA
420,NA,NA,NA
421,NA,NA,NA
422,NA,NA,NA
423,NA,NA,NA
424,NA,NA,NA
425,NA,NA,NA
426,NA,NA,NA
427,NA,NA,NA
428,NA,NA,NA
429,NA,NA,NA
430,NA,NA,NA
431,NA,NA,NA
432,NA,NA,NA
433,NA,NA,NA
434,NA,NA,NA
435,NA,NA,NA
436,NA,NA,NA
437,NA,NA,NA
438,NA,NA,NA
439,NA,NA,NA
440,NA,NA,NA
441,NA,NA,NA
442,NA,NA,NA
443,NA,NA,NA
444,NA,NA,NA
445,NA,NA,NA
446,NA,NA,NA
447,NA,NA,NA
448,NA,NA,NA
449,NA,NA,NA
450,NA,NA,NA
451,NA,NA,NA
452,NA,NA,NA
453,NA,NA,NA
454,NA,NA,NA
455,NA,NA,NA
456,NA,NA,NA
457,NA,NA,NA
458,NA,NA,NA
459,NA,NA,NA
460,NA,NA,NA
461,NA,NA,NA
462,NA,NA,NA
463,NA,NA,NA
464,NA,NA,NA
465,NA,NA,NA
466,NA,NA,NA
467,NA,NA,NA
468,NA,NA,NA
469,NA,NA,NA
470,NA,NA,NA
471,NA,NA,NA
472,NA,NA,NA
473,NA,NA,NA
474,NA,NA,NA
475,NA,NA,NA
476,NA,NA,NA
477,NA,NA,NA
478,NA,NA,NA
479,NA,NA,NA
480,NA,NA,NA
481,NA,NA,NA
482,NA,NA,NA
483,NA,NA,NA
484,NA,NA,NA
683,NA,NA,NA
684,NA,NA,NA
685,NA,NA,NA
686,NA,NA,NA
687,NA,NA,NA
688,NA,NA,NA
689,NA,NA,NA
690,NA,NA,NA
691,NA,NA,NA
692,NA,NA,NA
693,NA,NA,NA
694,NA,NA,NA
695,NA,NA,NA
696,NA,NA,NA
697,NA,NA,NA
698,NA,NA,NA
699,NA,NA,NA
700,NA,NA,NA
701,NA,NA,NA
702,NA,NA,NA
703,NA,NA,NA
704,NA,NA,NA
705,NA,NA,NA
706,NA,NA,NA
707,NA,NA,NA
708,NA,NA,NA
709,NA,NA,NA
710,NA,NA,NA
711,NA,NA,NA
712,NA,NA,NA
713,NA,NA,NA
714,NA,NA,NA
715,NA,NA,NA
716,NA,NA,NA
717,NA,NA,NA
718,NA,NA,NA
719,NA,NA,NA
720,NA,NA,NA
721,NA,NA,NA
722,NA,NA,NA
723,NA,NA,NA
724,NA,NA,NA
725,NA,NA,NA
726,NA,NA,NA
1172,NA,NA,NA
1173,NA,NA,NA
1174,NA,NA,NA
1175,NA,NA,NA
1176,NA,NA,NA
1177,NA,NA,NA
1178,NA,NA,NA
1179,NA,NA,NA
1180,NA,NA,NA
1181,NA,NA,NA
1182,NA,NA,NA
1183,NA,NA,NA
1184,NA,NA,NA
1185,NA,NA,NA
1186,NA,NA,NA
1187,NA,NA,NA
1188,NA,NA,NA
1189,NA,NA,NA
1190,NA,NA,NA
1191,NA,NA,NA
1192,NA,NA,NA
1193,NA,NA,NA
1194,NA,NA,NA
1195,NA,NA,NA
1196,NA,NA,NA
1197,NA,NA,NA
1198,NA,NA,NA
1199,NA,NA,NA
1200,NA,NA,NA
1201,NA,NA,NA
1202,NA,NA,NA
1203,NA,NA,NA
1204,NA,NA,NA
1205,NA,NA,NA
1206,NA,NA,NA
1207,NA,NA,NA
1208,NA,NA,NA
1209,NA,NA,NA
1210,NA,NA,NA
1451,NA,NA,NA
1452,NA,NA,NA
